"locale","kind","key"
"de","missing","translation.marketing.hero.badge"
"de","missing","translation.marketing.hero.titleLine1"
"de","missing","translation.marketing.hero.titleLine2"
"de","missing","translation.marketing.hero.titleLine3"
"de","missing","translation.marketing.hero.subtitle"
"de","missing","translation.marketing.hero.cta"
"de","missing","translation.marketing.hero.secondaryCta"
"de","missing","translation.marketing.hero.badge1"
"de","missing","translation.marketing.hero.badge2"
"de","missing","translation.marketing.hero.badge3"
"de","missing","translation.marketing.hero.mockInput"
"de","missing","translation.marketing.hero.mockButton"
"de","missing","translation.marketing.hero.mockSave"
"de","missing","translation.marketing.socialProof.title"
"de","missing","translation.marketing.socialProof.subtitle"
"de","missing","translation.marketing.features.badge"
"de","missing","translation.marketing.features.title"
"de","missing","translation.marketing.features.subtitle"
"de","missing","translation.marketing.features.viewAll"
"de","missing","translation.marketing.features.multiAI.title"
"de","missing","translation.marketing.features.multiAI.desc"
"de","missing","translation.marketing.features.platforms.title"
"de","missing","translation.marketing.features.platforms.desc"
"de","missing","translation.marketing.features.viral.title"
"de","missing","translation.marketing.features.viral.desc"
"de","missing","translation.marketing.features.hooks.title"
"de","missing","translation.marketing.features.hooks.desc"
"de","missing","translation.marketing.features.carousel.title"
"de","missing","translation.marketing.features.carousel.desc"
"de","missing","translation.marketing.features.repurpose.title"
"de","missing","translation.marketing.features.repurpose.desc"
"de","missing","translation.marketing.features.style.title"
"de","missing","translation.marketing.features.style.desc"
"de","missing","translation.marketing.features.images.title"
"de","missing","translation.marketing.features.images.desc"
"de","missing","translation.marketing.howItWorks.badge"
"de","missing","translation.marketing.howItWorks.title"
"de","missing","translation.marketing.howItWorks.subtitle"
"de","missing","translation.marketing.howItWorks.step1.title"
"de","missing","translation.marketing.howItWorks.step1.desc"
"de","missing","translation.marketing.howItWorks.step2.title"
"de","missing","translation.marketing.howItWorks.step2.desc"
"de","missing","translation.marketing.howItWorks.step3.title"
"de","missing","translation.marketing.howItWorks.step3.desc"
"de","missing","translation.marketing.platforms.linkedin.desc"
"de","missing","translation.marketing.platforms.twitter.desc"
"de","missing","translation.marketing.platforms.instagram.desc"
"de","missing","translation.marketing.platforms.facebook.desc"
"de","missing","translation.marketing.platforms.tiktok.desc"
"de","missing","translation.marketing.platforms.pinterest.desc"
"de","missing","translation.marketing.platformShowcase.title"
"de","missing","translation.marketing.platformShowcase.subtitle"
"de","missing","translation.marketing.pricing.title"
"de","missing","translation.marketing.pricing.subtitle"
"de","missing","translation.marketing.pricing.month"
"de","missing","translation.marketing.pricing.popular"
"de","missing","translation.marketing.pricing.viewFull"
"de","missing","translation.marketing.pricing.free.name"
"de","missing","translation.marketing.pricing.free.f1"
"de","missing","translation.marketing.pricing.free.f2"
"de","missing","translation.marketing.pricing.free.f3"
"de","missing","translation.marketing.pricing.free.f4"
"de","missing","translation.marketing.pricing.free.cta"
"de","missing","translation.marketing.pricing.pro.name"
"de","missing","translation.marketing.pricing.pro.f1"
"de","missing","translation.marketing.pricing.pro.f2"
"de","missing","translation.marketing.pricing.pro.f3"
"de","missing","translation.marketing.pricing.pro.f4"
"de","missing","translation.marketing.pricing.pro.cta"
"de","missing","translation.marketing.pricing.business.name"
"de","missing","translation.marketing.pricing.business.f1"
"de","missing","translation.marketing.pricing.business.f2"
"de","missing","translation.marketing.pricing.business.f3"
"de","missing","translation.marketing.pricing.business.f4"
"de","missing","translation.marketing.pricing.business.cta"
"de","missing","translation.marketing.testimonials.title"
"de","missing","translation.marketing.testimonials.subtitle"
"de","missing","translation.marketing.testimonials.t1.quote"
"de","missing","translation.marketing.testimonials.t1.role"
"de","missing","translation.marketing.testimonials.t2.quote"
"de","missing","translation.marketing.testimonials.t2.role"
"de","missing","translation.marketing.testimonials.t3.quote"
"de","missing","translation.marketing.testimonials.t3.role"
"de","missing","translation.marketing.faqPreview.title"
"de","missing","translation.marketing.faqPreview.q1"
"de","missing","translation.marketing.faqPreview.a1"
"de","missing","translation.marketing.faqPreview.q2"
"de","missing","translation.marketing.faqPreview.a2"
"de","missing","translation.marketing.faqPreview.q3"
"de","missing","translation.marketing.faqPreview.a3"
"de","missing","translation.marketing.faqPreview.q4"
"de","missing","translation.marketing.faqPreview.a4"
"de","missing","translation.marketing.faqPreview.viewAll"
"de","missing","translation.marketing.finalCta.badge"
"de","missing","translation.marketing.finalCta.title"
"de","missing","translation.marketing.finalCta.subtitle"
"de","missing","translation.marketing.finalCta.cta"
"de","missing","translation.marketing.finalCta.note"
"de","missing","translation.marketing.footer.product"
"de","missing","translation.marketing.footer.features"
"de","missing","translation.marketing.footer.pricing"
"de","missing","translation.marketing.footer.faq"
"de","missing","translation.marketing.footer.changelog"
"de","missing","translation.marketing.footer.roadmap"
"de","missing","translation.marketing.footer.tools"
"de","missing","translation.marketing.footer.viralLibrary"
"de","missing","translation.marketing.footer.hookGenerator"
"de","missing","translation.marketing.footer.carouselCreator"
"de","missing","translation.marketing.footer.repurposer"
"de","missing","translation.marketing.footer.imageGen"
"de","missing","translation.marketing.footer.company"
"de","missing","translation.marketing.footer.about"
"de","missing","translation.marketing.footer.blog"
"de","missing","translation.marketing.footer.contact"
"de","missing","translation.marketing.footer.careers"
"de","missing","translation.marketing.footer.legal"
"de","missing","translation.marketing.footer.privacy"
"de","missing","translation.marketing.footer.terms"
"de","missing","translation.marketing.footer.cookies"
"de","missing","translation.marketing.footer.gdpr"
"de","missing","translation.marketing.footer.newsletterTitle"
"de","missing","translation.marketing.footer.newsletterDesc"
"de","missing","translation.marketing.footer.emailPlaceholder"
"de","missing","translation.marketing.footer.subscribe"
"de","missing","translation.marketing.footer.subscribed"
"de","missing","translation.marketing.footer.madeWithAI"
"de","missing","translation.marketing.footer.madeWith"
"de","missing","translation.marketing.footer.andAI"
"de","missing","translation.pricing.badge"
"de","missing","translation.pricing.title"
"de","missing","translation.pricing.subtitle"
"de","missing","translation.pricing.monthly"
"de","missing","translation.pricing.yearly"
"de","missing","translation.pricing.save20"
"de","missing","translation.pricing.perMonth"
"de","missing","translation.pricing.youSave"
"de","missing","translation.pricing.year"
"de","missing","translation.pricing.mostPopular"
"de","missing","translation.pricing.includes"
"de","missing","translation.pricing.free.name"
"de","missing","translation.pricing.free.desc"
"de","missing","translation.pricing.free.cta"
"de","missing","translation.pricing.free.f1"
"de","missing","translation.pricing.free.f2"
"de","missing","translation.pricing.free.f3"
"de","missing","translation.pricing.free.f4"
"de","missing","translation.pricing.free.f5"
"de","missing","translation.pricing.free.f6"
"de","missing","translation.pricing.free.f7"
"de","missing","translation.pricing.free.f8"
"de","missing","translation.pricing.free.f9"
"de","missing","translation.pricing.free.f10"
"de","missing","translation.pricing.free.f11"
"de","missing","translation.pricing.free.f12"
"de","missing","translation.pricing.pro.name"
"de","missing","translation.pricing.pro.desc"
"de","missing","translation.pricing.pro.cta"
"de","missing","translation.pricing.pro.f1"
"de","missing","translation.pricing.pro.f2"
"de","missing","translation.pricing.pro.f3"
"de","missing","translation.pricing.pro.f4"
"de","missing","translation.pricing.pro.f5"
"de","missing","translation.pricing.pro.f6"
"de","missing","translation.pricing.pro.f7"
"de","missing","translation.pricing.pro.f8"
"de","missing","translation.pricing.pro.f9"
"de","missing","translation.pricing.pro.f10"
"de","missing","translation.pricing.pro.f11"
"de","missing","translation.pricing.pro.f12"
"de","missing","translation.pricing.pro.f13"
"de","missing","translation.pricing.pro.f14"
"de","missing","translation.pricing.pro.f15"
"de","missing","translation.pricing.business.name"
"de","missing","translation.pricing.business.desc"
"de","missing","translation.pricing.business.cta"
"de","missing","translation.pricing.business.f1"
"de","missing","translation.pricing.business.f2"
"de","missing","translation.pricing.business.f3"
"de","missing","translation.pricing.business.f4"
"de","missing","translation.pricing.business.f5"
"de","missing","translation.pricing.business.f6"
"de","missing","translation.pricing.business.f7"
"de","missing","translation.pricing.business.f8"
"de","missing","translation.pricing.business.f9"
"de","missing","translation.pricing.business.f10"
"de","missing","translation.pricing.business.f11"
"de","missing","translation.pricing.guarantee.title"
"de","missing","translation.pricing.guarantee.desc"
"de","missing","translation.pricing.faqTitle"
"de","missing","translation.pricing.faqSubtitle"
"de","missing","translation.pricing.faq.q1"
"de","missing","translation.pricing.faq.a1"
"de","missing","translation.pricing.faq.q2"
"de","missing","translation.pricing.faq.a2"
"de","missing","translation.pricing.faq.q3"
"de","missing","translation.pricing.faq.a3"
"de","missing","translation.pricing.faq.q4"
"de","missing","translation.pricing.faq.a4"
"de","missing","translation.pricing.faq.q5"
"de","missing","translation.pricing.faq.a5"
"de","missing","translation.pricing.faq.q6"
"de","missing","translation.pricing.faq.a6"
"de","missing","translation.pricing.ctaBadge"
"de","missing","translation.pricing.ctaTitle"
"de","missing","translation.pricing.ctaSubtitle"
"de","missing","translation.pricing.ctaButton"
"de","missing","translation.features.badge"
"de","missing","translation.features.title"
"de","missing","translation.features.titleHighlight"
"de","missing","translation.features.subtitle"
"de","missing","translation.features.ctaBadge"
"de","missing","translation.features.ctaTitle"
"de","missing","translation.features.ctaSubtitle"
"de","missing","translation.features.ctaButton"
"de","missing","translation.features.ctaPricing"
"de","missing","translation.features.category.contentGen"
"de","missing","translation.features.category.contentGenDesc"
"de","missing","translation.features.category.platformMgmt"
"de","missing","translation.features.category.platformMgmtDesc"
"de","missing","translation.features.category.inspiration"
"de","missing","translation.features.category.inspirationDesc"
"de","missing","translation.features.category.advanced"
"de","missing","translation.features.category.advancedDesc"
"de","missing","translation.features.category.organization"
"de","missing","translation.features.category.organizationDesc"
"de","missing","translation.features.multiAI.title"
"de","missing","translation.features.multiAI.desc"
"de","missing","translation.features.multiAI.b1"
"de","missing","translation.features.multiAI.b2"
"de","missing","translation.features.multiAI.b3"
"de","missing","translation.features.multiAI.b4"
"de","missing","translation.features.tones.title"
"de","missing","translation.features.tones.desc"
"de","missing","translation.features.tones.b1"
"de","missing","translation.features.tones.b2"
"de","missing","translation.features.tones.b3"
"de","missing","translation.features.tones.b4"
"de","missing","translation.features.languages.title"
"de","missing","translation.features.languages.desc"
"de","missing","translation.features.languages.b1"
"de","missing","translation.features.languages.b2"
"de","missing","translation.features.languages.b3"
"de","missing","translation.features.languages.b4"
"de","missing","translation.features.sixPlatforms.title"
"de","missing","translation.features.sixPlatforms.desc"
"de","missing","translation.features.sixPlatforms.b1"
"de","missing","translation.features.sixPlatforms.b2"
"de","missing","translation.features.sixPlatforms.b3"
"de","missing","translation.features.sixPlatforms.b4"
"de","missing","translation.features.repurpose.title"
"de","missing","translation.features.repurpose.desc"
"de","missing","translation.features.repurpose.b1"
"de","missing","translation.features.repurpose.b2"
"de","missing","translation.features.repurpose.b3"
"de","missing","translation.features.repurpose.b4"
"de","missing","translation.features.viralLibrary.title"
"de","missing","translation.features.viralLibrary.desc"
"de","missing","translation.features.viralLibrary.b1"
"de","missing","translation.features.viralLibrary.b2"
"de","missing","translation.features.viralLibrary.b3"
"de","missing","translation.features.viralLibrary.b4"
"de","missing","translation.features.hookGen.title"
"de","missing","translation.features.hookGen.desc"
"de","missing","translation.features.hookGen.b1"
"de","missing","translation.features.hookGen.b2"
"de","missing","translation.features.hookGen.b3"
"de","missing","translation.features.hookGen.b4"
"de","missing","translation.features.templates.title"
"de","missing","translation.features.templates.desc"
"de","missing","translation.features.templates.b1"
"de","missing","translation.features.templates.b2"
"de","missing","translation.features.templates.b3"
"de","missing","translation.features.templates.b4"
"de","missing","translation.features.carousel.title"
"de","missing","translation.features.carousel.desc"
"de","missing","translation.features.carousel.b1"
"de","missing","translation.features.carousel.b2"
"de","missing","translation.features.carousel.b3"
"de","missing","translation.features.carousel.b4"
"de","missing","translation.features.styleClone.title"
"de","missing","translation.features.styleClone.desc"
"de","missing","translation.features.styleClone.b1"
"de","missing","translation.features.styleClone.b2"
"de","missing","translation.features.styleClone.b3"
"de","missing","translation.features.styleClone.b4"
"de","missing","translation.features.imageGen.title"
"de","missing","translation.features.imageGen.desc"
"de","missing","translation.features.imageGen.b1"
"de","missing","translation.features.imageGen.b2"
"de","missing","translation.features.imageGen.b3"
"de","missing","translation.features.imageGen.b4"
"de","missing","translation.features.hashtags.title"
"de","missing","translation.features.hashtags.desc"
"de","missing","translation.features.hashtags.b1"
"de","missing","translation.features.hashtags.b2"
"de","missing","translation.features.hashtags.b3"
"de","missing","translation.features.hashtags.b4"
"de","missing","translation.features.history.title"
"de","missing","translation.features.history.desc"
"de","missing","translation.features.history.b1"
"de","missing","translation.features.history.b2"
"de","missing","translation.features.history.b3"
"de","missing","translation.features.history.b4"
"de","missing","translation.features.calendar.title"
"de","missing","translation.features.calendar.desc"
"de","missing","translation.features.calendar.b1"
"de","missing","translation.features.calendar.b2"
"de","missing","translation.features.calendar.b3"
"de","missing","translation.features.calendar.b4"
"de","missing","translation.features.analytics.title"
"de","missing","translation.features.analytics.desc"
"de","missing","translation.features.analytics.b1"
"de","missing","translation.features.analytics.b2"
"de","missing","translation.features.analytics.b3"
"de","missing","translation.features.analytics.b4"
"de","missing","translation.faq.badge"
"de","missing","translation.faq.title"
"de","missing","translation.faq.subtitle"
"de","missing","translation.faq.searchPlaceholder"
"de","missing","translation.faq.noResults"
"de","missing","translation.faq.clearSearch"
"de","missing","translation.faq.ctaTitle"
"de","missing","translation.faq.ctaSubtitle"
"de","missing","translation.faq.ctaButton"
"de","missing","translation.faq.ctaContact"
"de","missing","translation.faq.general.title"
"de","missing","translation.faq.general.q1"
"de","missing","translation.faq.general.a1"
"de","missing","translation.faq.general.q2"
"de","missing","translation.faq.general.a2"
"de","missing","translation.faq.general.q3"
"de","missing","translation.faq.general.a3"
"de","missing","translation.faq.general.q4"
"de","missing","translation.faq.general.a4"
"de","missing","translation.faq.general.q5"
"de","missing","translation.faq.general.a5"
"de","missing","translation.faq.ai.title"
"de","missing","translation.faq.ai.q1"
"de","missing","translation.faq.ai.a1"
"de","missing","translation.faq.ai.q2"
"de","missing","translation.faq.ai.a2"
"de","missing","translation.faq.ai.q3"
"de","missing","translation.faq.ai.a3"
"de","missing","translation.faq.ai.q4"
"de","missing","translation.faq.ai.a4"
"de","missing","translation.faq.ai.q5"
"de","missing","translation.faq.ai.a5"
"de","missing","translation.faq.pricing.title"
"de","missing","translation.faq.pricing.q1"
"de","missing","translation.faq.pricing.a1"
"de","missing","translation.faq.pricing.q2"
"de","missing","translation.faq.pricing.a2"
"de","missing","translation.faq.pricing.q3"
"de","missing","translation.faq.pricing.a3"
"de","missing","translation.faq.pricing.q4"
"de","missing","translation.faq.pricing.a4"
"de","missing","translation.faq.pricing.q5"
"de","missing","translation.faq.pricing.a5"
"de","missing","translation.faq.pricing.q6"
"de","missing","translation.faq.pricing.a6"
"de","missing","translation.faq.platforms.title"
"de","missing","translation.faq.platforms.q1"
"de","missing","translation.faq.platforms.a1"
"de","missing","translation.faq.platforms.q2"
"de","missing","translation.faq.platforms.a2"
"de","missing","translation.faq.platforms.q3"
"de","missing","translation.faq.platforms.a3"
"de","missing","translation.faq.platforms.q4"
"de","missing","translation.faq.platforms.a4"
"de","missing","translation.faq.security.title"
"de","missing","translation.faq.security.q1"
"de","missing","translation.faq.security.a1"
"de","missing","translation.faq.security.q2"
"de","missing","translation.faq.security.a2"
"de","missing","translation.faq.security.q3"
"de","missing","translation.faq.security.a3"
"de","missing","translation.faq.security.q4"
"de","missing","translation.faq.security.a4"
"de","missing","translation.faq.security.q5"
"de","missing","translation.faq.security.a5"
"es","missing","translation.nav.toggleMenu"
"es","missing","translation.nav.tools"
"es","missing","translation.nav.viral"
"es","missing","translation.nav.hooks"
"es","missing","translation.nav.carousel"
"es","missing","translation.nav.templates"
"es","missing","translation.nav.repurpose"
"es","missing","translation.nav.hashtags"
"es","missing","translation.nav.styles"
"es","missing","translation.nav.images"
"es","missing","translation.nav.outreach"
"es","missing","translation.nav.hub"
"es","missing","translation.nav.wizardPost"
"es","missing","translation.nav.wizardAutoblog"
"es","missing","translation.nav.wizardOutreach"
"es","missing","translation.nav.wizardAnalytics"
"es","missing","translation.nav.advanced"
"es","missing","translation.nav.inbox"
"es","missing","translation.nav.approvals"
"es","missing","translation.nav.abTest"
"es","missing","translation.nav.engagement"
"es","missing","translation.nav.trending"
"es","missing","translation.nav.pillars"
"es","missing","translation.nav.simulator"
"es","missing","translation.nav.billing"
"es","missing","translation.nav.strategy"
"es","missing","translation.nav.modeSimple"
"es","missing","translation.nav.modeExpert"
"es","missing","translation.hub.tag"
"es","missing","translation.hub.title"
"es","missing","translation.hub.subtitle"
"es","missing","translation.wizard.savedDraft"
"es","missing","translation.dashboard.platforms"
"es","missing","translation.dashboard.manageConnections"
"es","missing","translation.dashboard.viewAll"
"es","missing","translation.dashboard.quickTools"
"es","missing","translation.dashboard.popularTemplates"
"es","missing","translation.dashboard.recentActivity"
"es","missing","translation.dashboard.noActivity"
"es","missing","translation.dashboard.activityPublished"
"es","missing","translation.dashboard.activityScheduled"
"es","missing","translation.dashboard.activityDrafted"
"es","missing","translation.dashboard.tools.viral"
"es","missing","translation.dashboard.tools.viralDesc"
"es","missing","translation.dashboard.tools.hooks"
"es","missing","translation.dashboard.tools.hooksDesc"
"es","missing","translation.dashboard.tools.carousel"
"es","missing","translation.dashboard.tools.carouselDesc"
"es","missing","translation.dashboard.tools.templates"
"es","missing","translation.dashboard.tools.templatesDesc"
"es","missing","translation.dashboard.tools.repurpose"
"es","missing","translation.dashboard.tools.repurposeDesc"
"es","missing","translation.dashboard.tools.hashtags"
"es","missing","translation.dashboard.tools.hashtagsDesc"
"es","missing","translation.generate.button"
"es","missing","translation.generate.llm"
"es","missing","translation.generate.selectProvider"
"es","missing","translation.generate.selectModel"
"es","missing","translation.generate.streaming"
"es","missing","translation.generate.previewPlaceholder"
"es","missing","translation.generate.promptRequired"
"es","missing","translation.generate.platformRequired"
"es","missing","translation.generate.saveDraft"
"es","missing","translation.generate.saved"
"es","missing","translation.generate.reset"
"es","missing","translation.generate.hashtags"
"es","missing","translation.history.deleteMessage"
"es","missing","translation.history.deleted"
"es","missing","translation.history.published"
"es","missing","translation.history.noPosts"
"es","missing","translation.history.showing"
"es","missing","translation.history.of"
"es","missing","translation.history.draft"
"es","missing","translation.history.scheduled"
"es","missing","translation.history.failed"
"es","missing","translation.calendar.noPosts"
"es","missing","translation.calendar.moving"
"es","missing","translation.calendar.moved"
"es","missing","translation.calendar.weekDays.mon"
"es","missing","translation.calendar.weekDays.tue"
"es","missing","translation.calendar.weekDays.wed"
"es","missing","translation.calendar.weekDays.thu"
"es","missing","translation.calendar.weekDays.fri"
"es","missing","translation.calendar.weekDays.sat"
"es","missing","translation.calendar.weekDays.sun"
"es","missing","translation.billing.title"
"es","missing","translation.billing.subtitle"
"es","missing","translation.billing.refresh"
"es","missing","translation.billing.paymentSuccess"
"es","missing","translation.billing.loadError"
"es","missing","translation.billing.checkoutError"
"es","missing","translation.billing.portalError"
"es","missing","translation.billing.cancelSuccess"
"es","missing","translation.billing.cancelError"
"es","missing","translation.billing.resumeSuccess"
"es","missing","translation.billing.resumeError"
"es","missing","translation.billing.freePlan"
"es","missing","translation.billing.postsThisMonth"
"es","missing","translation.billing.unlimited"
"es","missing","translation.billing.aiProvider"
"es","missing","translation.billing.aiProvider_plural"
"es","missing","translation.billing.platform"
"es","missing","translation.billing.platform_plural"
"es","missing","translation.billing.billingInterval"
"es","missing","translation.billing.nextBillingDate"
"es","missing","translation.billing.cancelNotice"
"es","missing","translation.billing.quickActions"
"es","missing","translation.billing.upgradePro"
"es","missing","translation.billing.proDesc"
"es","missing","translation.billing.proYearly"
"es","missing","translation.billing.proYearlyDesc"
"es","missing","translation.billing.upgradeBusiness"
"es","missing","translation.billing.businessDesc"
"es","missing","translation.billing.businessYearly"
"es","missing","translation.billing.businessYearlyDesc"
"es","missing","translation.billing.manageSubscription"
"es","missing","translation.billing.manageSubscriptionDesc"
"es","missing","translation.billing.resumeSubscription"
"es","missing","translation.billing.resumeSubscriptionDesc"
"es","missing","translation.billing.cancelSubscription"
"es","missing","translation.billing.cancelSubscriptionDesc"
"es","missing","translation.billing.billingEmail"
"es","missing","translation.billing.notSet"
"es","missing","translation.billing.change"
"es","missing","translation.billing.invoiceHistory"
"es","missing","translation.billing.noInvoices"
"es","missing","translation.billing.noInvoicesDesc"
"es","missing","translation.billing.date"
"es","missing","translation.billing.amount"
"es","missing","translation.billing.status"
"es","missing","translation.billing.actions"
"es","missing","translation.billing.viewInvoice"
"es","missing","translation.billing.downloadPdf"
"es","missing","translation.billing.cancelModalTitle"
"es","missing","translation.billing.cancelModalText"
"es","missing","translation.billing.keepSubscription"
"es","missing","translation.billing.enterEmail"
"es","missing","translation.billing.emailNotice"
"es","missing","translation.billing.continue"
"es","missing","translation.settings.apiKeys"
"es","missing","translation.settings.apiKeysDesc"
"es","missing","translation.settings.ollama"
"es","missing","translation.settings.ollamaDesc"
"es","missing","translation.settings.defaultsDesc"
"es","missing","translation.settings.languageDesc"
"es","missing","translation.settings.platforms"
"es","missing","translation.settings.platformsDesc"
"es","missing","translation.settings.disconnected"
"es","missing","translation.settings.accountData"
"es","missing","translation.settings.accountDataDesc"
"es","missing","translation.settings.exportTitle"
"es","missing","translation.settings.exportDesc"
"es","missing","translation.settings.exportAction"
"es","missing","translation.settings.exportSuccess"
"es","missing","translation.settings.exportError"
"es","missing","translation.settings.deleteAccountTitle"
"es","missing","translation.settings.deleteAccountDesc"
"es","missing","translation.settings.deletePassword"
"es","missing","translation.settings.deletePasswordPlaceholder"
"es","missing","translation.settings.deleteConfirmation"
"es","missing","translation.settings.deleteAccountAction"
"es","missing","translation.settings.deleteAccountError"
"es","missing","translation.post.copyToClipboard"
"es","missing","translation.post.social.justNow"
"es","missing","translation.post.social.like"
"es","missing","translation.post.social.comment"
"es","missing","translation.post.social.repost"
"es","missing","translation.post.social.send"
"es","missing","translation.post.social.mockBio"
"es","missing","translation.post.social.first"
"es","missing","translation.common.delete"
"es","missing","translation.common.edit"
"es","missing","translation.viral.title"
"es","missing","translation.viral.subtitle"
"es","missing","translation.viral.searchPlaceholder"
"es","missing","translation.viral.allCategories"
"es","missing","translation.viral.postsFound"
"es","missing","translation.viral.noResults"
"es","missing","translation.viral.noResultsDesc"
"es","missing","translation.viral.viewPost"
"es","missing","translation.viral.likes"
"es","missing","translation.viral.comments"
"es","missing","translation.viral.shares"
"es","missing","translation.viral.useAsInspiration"
"es","missing","translation.hooks.title"
"es","missing","translation.hooks.subtitle"
"es","missing","translation.hooks.topicLabel"
"es","missing","translation.hooks.topicPlaceholder"
"es","missing","translation.hooks.platform"
"es","missing","translation.hooks.hookCount"
"es","missing","translation.hooks.generate"
"es","missing","translation.hooks.generating"
"es","missing","translation.hooks.craftingHooks"
"es","missing","translation.hooks.results"
"es","missing","translation.hooks.hooksGenerated"
"es","missing","translation.hooks.useHook"
"es","missing","translation.hooks.topicRequired"
"es","missing","translation.carousel.title"
"es","missing","translation.carousel.subtitle"
"es","missing","translation.carousel.topicLabel"
"es","missing","translation.carousel.topicPlaceholder"
"es","missing","translation.carousel.platform"
"es","missing","translation.carousel.slideCount"
"es","missing","translation.carousel.generate"
"es","missing","translation.carousel.generating"
"es","missing","translation.carousel.crafting"
"es","missing","translation.carousel.caption"
"es","missing","translation.carousel.slides"
"es","missing","translation.carousel.thread"
"es","missing","translation.carousel.copyAll"
"es","missing","translation.carousel.hashtags"
"es","missing","translation.carousel.topicRequired"
"es","missing","translation.templates.title"
"es","missing","translation.templates.subtitle"
"es","missing","translation.templates.searchPlaceholder"
"es","missing","translation.templates.templates"
"es","missing","translation.templates.noResults"
"es","missing","translation.templates.noResultsDesc"
"es","missing","translation.templates.more"
"es","missing","translation.templates.useTemplate"
"es","missing","translation.templates.preview"
"es","missing","translation.templates.fillVariables"
"es","missing","translation.templates.generating"
"es","missing","translation.templates.generateFromTemplate"
"es","missing","translation.templates.generatedContent"
"es","missing","translation.templates.fillAllVars"
"es","missing","translation.repurpose.title"
"es","missing","translation.repurpose.subtitle"
"es","missing","translation.repurpose.contentLabel"
"es","missing","translation.repurpose.contentPlaceholder"
"es","missing","translation.repurpose.source"
"es","missing","translation.repurpose.targets"
"es","missing","translation.repurpose.repurpose"
"es","missing","translation.repurpose.repurposing"
"es","missing","translation.repurpose.adapting"
"es","missing","translation.repurpose.results"
"es","missing","translation.repurpose.versions"
"es","missing","translation.repurpose.copyAdapted"
"es","missing","translation.repurpose.overLimit"
"es","missing","translation.repurpose.contentRequired"
"es","missing","translation.repurpose.targetRequired"
"es","missing","translation.repurpose.platformsSelected"
"es","missing","translation.hashtags.title"
"es","missing","translation.hashtags.subtitle"
"es","missing","translation.hashtags.topicLabel"
"es","missing","translation.hashtags.topicPlaceholder"
"es","missing","translation.hashtags.platform"
"es","missing","translation.hashtags.count"
"es","missing","translation.hashtags.research"
"es","missing","translation.hashtags.researching"
"es","missing","translation.hashtags.analyzing"
"es","missing","translation.hashtags.selected"
"es","missing","translation.hashtags.total"
"es","missing","translation.hashtags.copySelected"
"es","missing","translation.hashtags.copyAll"
"es","missing","translation.hashtags.trending"
"es","missing","translation.hashtags.popular"
"es","missing","translation.hashtags.niche"
"es","missing","translation.hashtags.preview"
"es","missing","translation.hashtags.topicRequired"
"es","missing","translation.styles.title"
"es","missing","translation.styles.subtitle"
"es","missing","translation.styles.createNew"
"es","missing","translation.styles.noStyles"
"es","missing","translation.styles.noStylesDesc"
"es","missing","translation.styles.createFirst"
"es","missing","translation.styles.createTitle"
"es","missing","translation.styles.nameLabel"
"es","missing","translation.styles.namePlaceholder"
"es","missing","translation.styles.descriptionLabel"
"es","missing","translation.styles.descriptionPlaceholder"
"es","missing","translation.styles.samplesLabel"
"es","missing","translation.styles.samplesPlaceholder"
"es","missing","translation.styles.samplesHint"
"es","missing","translation.styles.analyzeAndSave"
"es","missing","translation.styles.analyzing"
"es","missing","translation.styles.created"
"es","missing","translation.styles.deleted"
"es","missing","translation.styles.nameRequired"
"es","missing","translation.styles.samplesRequired"
"es","missing","translation.styles.profile"
"es","missing","translation.styles.samples"
"es","missing","translation.styles.generateWithStyle"
"es","missing","translation.images.title"
"es","missing","translation.images.subtitle"
"es","missing","translation.images.promptLabel"
"es","missing","translation.images.promptPlaceholder"
"es","missing","translation.images.style"
"es","missing","translation.images.size"
"es","missing","translation.images.sizeHint"
"es","missing","translation.images.generate"
"es","missing","translation.images.generating"
"es","missing","translation.images.creating"
"es","missing","translation.images.generated"
"es","missing","translation.images.gallery"
"es","missing","translation.images.imagesCount"
"es","missing","translation.images.noImages"
"es","missing","translation.images.noImagesDesc"
"es","missing","translation.images.download"
"es","missing","translation.images.downloadFailed"
"es","missing","translation.images.promptRequired"
"es","missing","translation.marketing.nav.features"
"es","missing","translation.marketing.nav.pricing"
"es","missing","translation.marketing.nav.faq"
"es","missing","translation.marketing.nav.signIn"
"es","missing","translation.marketing.nav.getStarted"
"es","missing","translation.marketing.hero.badge"
"es","missing","translation.marketing.hero.titleLine1"
"es","missing","translation.marketing.hero.titleLine2"
"es","missing","translation.marketing.hero.titleLine3"
"es","missing","translation.marketing.hero.subtitle"
"es","missing","translation.marketing.hero.cta"
"es","missing","translation.marketing.hero.secondaryCta"
"es","missing","translation.marketing.hero.badge1"
"es","missing","translation.marketing.hero.badge2"
"es","missing","translation.marketing.hero.badge3"
"es","missing","translation.marketing.hero.mockInput"
"es","missing","translation.marketing.hero.mockButton"
"es","missing","translation.marketing.hero.mockSave"
"es","missing","translation.marketing.socialProof.title"
"es","missing","translation.marketing.socialProof.subtitle"
"es","missing","translation.marketing.features.badge"
"es","missing","translation.marketing.features.title"
"es","missing","translation.marketing.features.subtitle"
"es","missing","translation.marketing.features.viewAll"
"es","missing","translation.marketing.features.multiAI.title"
"es","missing","translation.marketing.features.multiAI.desc"
"es","missing","translation.marketing.features.platforms.title"
